context_uid,pdf_name,language,pages,paragraphs,table_rows,table_columns,questions
41abd239-2074-4945-ade8-5cf7bce26b48,41abd239-2074-4945-ade8-5cf7bce26b48.pdf,english,1,8,4,4,6
8dce706b-08f3-4489-be7c-4b35d4f3677c,8dce706b-08f3-4489-be7c-4b35d4f3677c.pdf,english,1,3,5,4,6
bea3f426-e6ba-438f-8058-b815be4cf646,bea3f426-e6ba-438f-8058-b815be4cf646.pdf,english,1,8,10,5,6
31e184c6-4ede-4ff4-b0b6-389be6438c42,31e184c6-4ede-4ff4-b0b6-389be6438c42.pdf,english,1,4,25,3,6
6c75ac30-a0e0-4edc-a1f2-889c59e394ec,6c75ac30-a0e0-4edc-a1f2-889c59e394ec.pdf,english,1,2,5,5,6
13d33e02-138d-4ee6-93ef-35d0778b11cd,13d33e02-138d-4ee6-93ef-35d0778b11cd.pdf,english,1,3,15,5,6
ed571eb6-d635-44a0-84c3-1d21115db374,ed571eb6-d635-44a0-84c3-1d21115db374.pdf,english,1,4,8,3,6
63a1e75f-72a5-4638-a3e2-51f881708f37,63a1e75f-72a5-4638-a3e2-51f881708f37.pdf,english,1,6,16,3,6
604f5c16-2192-4e86-ac99-ff7cee4aa5e9,604f5c16-2192-4e86-ac99-ff7cee4aa5e9.pdf,english,1,3,17,3,6
ecbdd061-4537-4633-9431-642c65fe627a,ecbdd061-4537-4633-9431-642c65fe627a.pdf,english,1,3,12,4,6
8217d51e-d170-4381-b018-072586fb1024,8217d51e-d170-4381-b018-072586fb1024.pdf,english,1,3,7,4,6
d670b78b-9130-4fa3-aa11-2e5b4925c743,d670b78b-9130-4fa3-aa11-2e5b4925c743.pdf,english,1,2,4,3,6
9e0ae25d-0080-4fb6-8396-db61af489520,9e0ae25d-0080-4fb6-8396-db61af489520.pdf,english,1,3,6,4,6
61b146df-6618-4273-bfa1-7462abfb809a,61b146df-6618-4273-bfa1-7462abfb809a.pdf,english,1,3,6,4,6
25b58dc8-b269-41e5-b394-caee1b080dd2,25b58dc8-b269-41e5-b394-caee1b080dd2.pdf,english,1,3,22,3,6
946c64c4-a9f2-4f49-857e-1dc373c5940b,946c64c4-a9f2-4f49-857e-1dc373c5940b.pdf,english,1,8,6,6,6
04b25f9b-a271-4b2c-86ff-3e94f9cfb6ad,04b25f9b-a271-4b2c-86ff-3e94f9cfb6ad.pdf,english,1,9,5,3,6
65cffa0c-2ccc-455d-bc8c-5847bb4866e0,65cffa0c-2ccc-455d-bc8c-5847bb4866e0.pdf,english,1,6,6,3,6
0f04b820-97bc-4592-983b-00cfd0788011,0f04b820-97bc-4592-983b-00cfd0788011.pdf,english,1,8,15,3,6
e3ad8352-6995-403e-be14-6b378b1601b1,e3ad8352-6995-403e-be14-6b378b1601b1.pdf,english,1,5,9,4,6
9e16bd30-6b4a-4dfc-8f12-fbb59eb4a0bd,9e16bd30-6b4a-4dfc-8f12-fbb59eb4a0bd.pdf,english,1,4,17,5,6
354bb757-7108-4a32-869a-5220a7f03efe,354bb757-7108-4a32-869a-5220a7f03efe.pdf,english,1,3,9,4,6
008149bc-f997-49d9-a981-f01f19579451,008149bc-f997-49d9-a981-f01f19579451.pdf,english,2,9,17,3,6
d5fdfbe6-8e07-4ca9-a84c-cf07c3b871c1,d5fdfbe6-8e07-4ca9-a84c-cf07c3b871c1.pdf,english,1,9,5,3,6
ec8d8bf5-ff64-447b-8481-cc067a861a28,ec8d8bf5-ff64-447b-8481-cc067a861a28.pdf,english,1,2,9,4,6
4670cbd8-9d09-4f10-86dd-1a9ba54e2d8a,4670cbd8-9d09-4f10-86dd-1a9ba54e2d8a.pdf,english,1,3,8,6,6
d62ea892-9da4-4f67-928d-35e78b798e5e,d62ea892-9da4-4f67-928d-35e78b798e5e.pdf,english,1,3,5,4,6
92694e4b-3488-4983-ab60-dc7f88a7e0f5,92694e4b-3488-4983-ab60-dc7f88a7e0f5.pdf,english,1,5,9,3,6
3661fba5-2876-41d7-9213-e86a6d5078dd,3661fba5-2876-41d7-9213-e86a6d5078dd.pdf,english,1,3,8,4,6
c6df9f0a-4811-48ab-a453-0cb6a7baa35c,c6df9f0a-4811-48ab-a453-0cb6a7baa35c.pdf,english,1,3,5,4,6
fdcb153a-f69b-4cb5-946f-6b2be434d5e6,fdcb153a-f69b-4cb5-946f-6b2be434d5e6.pdf,english,1,4,10,4,6
78ccf71e-46ed-4e10-b3e4-80de497780cc,78ccf71e-46ed-4e10-b3e4-80de497780cc.pdf,english,1,2,6,4,6
f8ebe17f-9ca2-43e9-92f8-cee64f33068b,f8ebe17f-9ca2-43e9-92f8-cee64f33068b.pdf,english,1,5,13,4,6
241e4c9c-5707-477f-b519-a3c5d1af417f,241e4c9c-5707-477f-b519-a3c5d1af417f.pdf,english,1,3,9,5,6
c107d7d9-5208-4e97-823c-ec492c4ce75e,c107d7d9-5208-4e97-823c-ec492c4ce75e.pdf,english,1,2,7,3,6
d19212a0-822f-4fe2-8d58-2f81af43d6c3,d19212a0-822f-4fe2-8d58-2f81af43d6c3.pdf,english,1,4,6,5,6
e9d3bb25-89ab-4aed-8bec-5501d5fe7b16,e9d3bb25-89ab-4aed-8bec-5501d5fe7b16.pdf,english,1,2,11,4,6
017e0ecd-5b06-4450-a632-b6ae9bffefbb,017e0ecd-5b06-4450-a632-b6ae9bffefbb.pdf,english,1,3,9,3,6
d65a24cf-2c2b-4a9f-9cc9-6675b3583530,d65a24cf-2c2b-4a9f-9cc9-6675b3583530.pdf,english,1,9,16,4,6
4c5c8cde-039b-4945-949f-13348549a4e5,4c5c8cde-039b-4945-949f-13348549a4e5.pdf,english,1,2,6,6,6
c962af59-9f65-4db7-9775-32c864045d7f,c962af59-9f65-4db7-9775-32c864045d7f.pdf,english,1,3,20,3,6
abba843f-be4e-4905-8bab-19942dbfedef,abba843f-be4e-4905-8bab-19942dbfedef.pdf,english,1,5,8,5,6
43f8c656-9ff1-4b11-b64b-20c049094b6e,43f8c656-9ff1-4b11-b64b-20c049094b6e.pdf,english,1,5,11,3,6
dff0ca31-aa58-49f8-bb21-598295abfa6e,dff0ca31-aa58-49f8-bb21-598295abfa6e.pdf,english,1,2,6,3,6
3eee9fc1-882b-4146-8c58-55a1e687a5d5,3eee9fc1-882b-4146-8c58-55a1e687a5d5.pdf,english,1,4,6,4,6
6cff0af2-41c0-4b29-b41f-e5637648defa,6cff0af2-41c0-4b29-b41f-e5637648defa.pdf,english,1,3,11,4,6
b7650647-937a-4dff-965c-2535d4918d5e,b7650647-937a-4dff-965c-2535d4918d5e.pdf,english,1,3,7,6,6
5e72a0cd-a892-4d3e-bfa8-403c33aaf40f,5e72a0cd-a892-4d3e-bfa8-403c33aaf40f.pdf,english,1,6,14,4,6
9b0abd12-8d9e-48ba-9ac2-baacfa92e7eb,9b0abd12-8d9e-48ba-9ac2-baacfa92e7eb.pdf,english,1,6,6,7,6
5f71e969-c63e-4b46-ad47-5fce09490ab6,5f71e969-c63e-4b46-ad47-5fce09490ab6.pdf,english,1,5,7,5,6
69d42a72-0262-4962-94aa-a7c456f6b9d5,69d42a72-0262-4962-94aa-a7c456f6b9d5.pdf,english,1,5,8,5,6
02913daf-213d-46e7-bf29-a65a8e64550f,02913daf-213d-46e7-bf29-a65a8e64550f.pdf,english,1,2,13,3,6
a65ebf76-856b-4336-850b-f5c619115783,a65ebf76-856b-4336-850b-f5c619115783.pdf,english,2,12,7,3,6
fdc2dbb8-0066-473e-95c1-43eb17223093,fdc2dbb8-0066-473e-95c1-43eb17223093.pdf,english,1,3,7,3,6
e614befa-40ae-43c0-93b1-385899b6b181,e614befa-40ae-43c0-93b1-385899b6b181.pdf,english,2,12,9,4,6
98db5a3a-5b9e-4f91-aea4-bdc2672f1661,98db5a3a-5b9e-4f91-aea4-bdc2672f1661.pdf,english,2,9,18,5,6
483ae181-20b3-49f4-9d7b-6d75e8356250,483ae181-20b3-49f4-9d7b-6d75e8356250.pdf,english,1,7,7,5,6
a98c60cd-3990-47d0-9d30-351743be74c7,a98c60cd-3990-47d0-9d30-351743be74c7.pdf,english,1,9,6,3,6
861ad987-4b1b-40e0-bef3-1fbd25a33c6b,861ad987-4b1b-40e0-bef3-1fbd25a33c6b.pdf,english,1,6,13,3,6
708fa58a-083d-4a97-80a1-5fe9de71a36b,708fa58a-083d-4a97-80a1-5fe9de71a36b.pdf,english,1,2,6,4,6
03ef04b2-1710-4176-81b9-350134a9b49f,03ef04b2-1710-4176-81b9-350134a9b49f.pdf,english,1,7,11,3,6
3b51990b-6604-4af1-947a-98e6a499ad58,3b51990b-6604-4af1-947a-98e6a499ad58.pdf,english,1,3,11,4,6
d8d662b8-dbd2-4450-a1fd-7cf111b4236a,d8d662b8-dbd2-4450-a1fd-7cf111b4236a.pdf,english,1,5,9,3,6
a9357df7-2d20-4f8e-afb5-944d75e60f9b,a9357df7-2d20-4f8e-afb5-944d75e60f9b.pdf,english,1,4,10,4,6
21a432eb-166c-4178-adf9-08b6ad3fde7d,21a432eb-166c-4178-adf9-08b6ad3fde7d.pdf,english,1,6,15,5,6
a10e0909-77e4-40ba-bc71-94413b04e8ac,a10e0909-77e4-40ba-bc71-94413b04e8ac.pdf,english,1,2,13,3,6
2a704bb9-4bd3-4071-b8e6-212957b04ada,2a704bb9-4bd3-4071-b8e6-212957b04ada.pdf,english,1,7,11,3,6
687d09ee-4aa8-402a-ae27-96ce063115a5,687d09ee-4aa8-402a-ae27-96ce063115a5.pdf,english,1,3,9,4,6
eb122e2e-12b4-4e59-a018-7045192b021d,eb122e2e-12b4-4e59-a018-7045192b021d.pdf,english,1,6,9,4,6
1aef0c1f-6ded-4d8e-bb9c-4c0fe62e9ab6,1aef0c1f-6ded-4d8e-bb9c-4c0fe62e9ab6.pdf,english,1,4,6,4,6
a8559ad7-3e4c-41c5-a3de-d2927413484c,a8559ad7-3e4c-41c5-a3de-d2927413484c.pdf,english,1,3,11,6,6
5ce66c1d-89ff-48d1-8689-ec08918dc634,5ce66c1d-89ff-48d1-8689-ec08918dc634.pdf,english,1,7,15,6,6
0e8b88af-9af5-4bfd-865f-ca0dd3f85939,0e8b88af-9af5-4bfd-865f-ca0dd3f85939.pdf,english,2,12,8,6,6
d9fd4f62-fd62-4254-a96d-70d23f08fc61,d9fd4f62-fd62-4254-a96d-70d23f08fc61.pdf,english,1,4,5,3,6
62d958c0-fb12-4683-b503-e5c01da9aea6,62d958c0-fb12-4683-b503-e5c01da9aea6.pdf,english,1,5,5,4,6
2962bec4-7159-4b72-ba5e-07cd553d0186,2962bec4-7159-4b72-ba5e-07cd553d0186.pdf,english,1,8,5,5,6
bee68d71-44ca-4177-a1c7-8c127f6f9203,bee68d71-44ca-4177-a1c7-8c127f6f9203.pdf,english,1,4,6,3,6
981e181b-57fa-42ff-a2d9-b8603eafdd4c,981e181b-57fa-42ff-a2d9-b8603eafdd4c.pdf,english,1,2,12,4,6
7a9fdd23-2adc-4cf5-8761-5c7fbec53e6e,7a9fdd23-2adc-4cf5-8761-5c7fbec53e6e.pdf,english,1,2,8,3,6
8db2d2a5-fdcd-45c2-be2f-813cba4fbca7,8db2d2a5-fdcd-45c2-be2f-813cba4fbca7.pdf,english,1,6,9,3,6
